None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
None, None, 133.3, 140.0, 150.0, 156.7, 170.0, 183.3, 190.0, 200.0
